,message,Polarite
1110,Vive nos famas continuons a battre,1
1114,👏👏👏👏vivo arme malien❤💚💛força 💪,1
1116,Dieu merci,1
1118,Bravo fama,1
1125,Merci,1
1144,Pipipipipi Mali 💪💪💪💪  Kunafoni nyuman Kunafoni duman awn Malienw tulo la  Hallissa u ka ta fai  Fo Malienw ka lakana ka sabati Mali fanbai fai Challahou ,1
1145,Bravo fama,1
1147,Très bien,1
1152,Bravo les famas du Mali,1
1157,Merci no fama que dieux vous protege,1
1160,Bravo armée Mali,1
1162,Dieu vous bénisse armée Mali,1
1163,Merci bamanankan,1
1164,Application jume be se k'ato bamanankan be sebe bawo ne ye agnini kadese,1
1165,Bravo   felicitations l'armèe malienne du courages toujour,1
1167,Daouda Coulibaly e tè anw ka to dun kan mè wa ??  ,1
1168,Folibe famawye,1
1169,Bravo les FAMA que Dieux vous protéger,1
1170,Ok,1
1171,Omo bientôt tu doit ma prendre a lire en bambara  sinon je comprend rien la,1
1172,Bravo les fama,1
1173,Alah ni tié,1
1174,Bravos les fama,1
1176,Bravo à fama,1
1177,Bien fait,1
1180,Merci les force,1
1181,Tjr courage,1
1182,O ynena,1
1183,💪💪💪💪💪👏👏👏👏👏👏👏👏👏☝,1
1184,Bravo l'armée Malienne,1
1185,Famaw. Nice  u nibara,1
1186,La c'est bien ,1
1187,Bravo,1
1188,Bravo l’armée malienne que Dieux vous aidez et vous protégez amine ,1
1189,Merci nos Fama,1
1190,Vraiment bravo fama épuisé apprécions notre langue 💪🏿💪🏿,1
1191,Nos armées sont les plus puissantes en Afrique de l'ouest.,1
1192,Kassim Diallo je comprends mais je peux pas écrire ,1
1193,Bravo vive l'armée malienne,1
1194,Daouda Coulibaly wo tè baasi ye,1
1196,Excellence nos fama,1
1197,Allah ni tiee,1
1198,Vive les Fama,1
1199,Vivent les FAMA,1
1200, Bravo que dieu beniss,1
1201,Bravo les famas du mali c'est ça qu'il es la seule solution du courage .,1
1202,Vive Mali,1
1204,Ko gnoumaba,1
1207,A dan,1
1210,"Nous, on est Bamanan Phone, on s'en bat le couille on veut sauver notre patrie ❤️🇲🇱✌️☝️",1
1213,Good Good s'il vous plaît en bambara,1
1218,Good Good oye cɛ ye,1
1231,Waouu,1
1236,👏,1
1238,DIEU est grand et ne fait rien sans cause. courage et patience MALIEN ca ira inshallah,1
1250,OK D'accord ,1
1252,No,-1
1254,"L'homme conscient toujours déterminé pour le bien du peuple, chapeau🎩 à toi frère",1
1262,Eeeh ka gni,1
1264,akayi kosobai,1
1265,Sa c'est très bien,1
1280,O kanyi kosèbè.,1
1283,O kayni ,1
1285,Ne fè o de kanyi kôsèbè  ,1
1287,C'est bien,1
1288,O kagni tolo,1
1290,O kanyi kosebe u kana politique mogo si lame.,1
1294,O kagni,1
1296,O Kagni,1
1297,Nerè fè o de kanyi kôsèbè,1
1302,A kan ka to finitiginw bolo walasa u ka jamana latilen,1
1303,An kan ka ka ato finitiguw bolo bawu mogosi tise ka Mali 🇲🇱 Mara numi segi ki gE bawu an taa don an bi mife☝️🙏,1
1304,Awo fo 2023,1
1305,Finitigiw,1
1306,Awo akato ubolo FO 2023,1
1307,Awo akato finitigiw bolo,1
1308,A kato finitigiw bolo fo san 5,1
1309,Awo,1
1310,akato finitikiwo bolo,1
1311,Akato finitigiw bolo. ,1
1312,A ka To Finitiginw bolo,1
1313,An kan tubolo ,1
1314,A ka tô finitigiw bolo,1
1315,Non akanato finitigiw bolo bawo bede fanga akagni finintanw debolo kossobe,-1
1316,A kato finitiginw bolo sans doudou  5,1
1317,Awo ,1
1319,A tôt finition bolo ne fé,1
1320,Awô an kanto ubolo,1
1321,Awon a ka to finintigiw bolo,1
1322,A ka to finitigiw bolo.,1
1323,An kato finitikiw. Bolo san 3,1
1324,ka kan finituigui bolo pewen,1
1327,an ka to finitigiw  bolo walima aka segi ibk ma,1
1328,Walasa mali ka dilan fô fanga kato finitigiwbolo fô san 3,1
1329,Awo a kan ka to u bolo,1
1331,Akan ka to finitiginw bolo walasa u ka jamana latilen baw ni ye jamana to finitanw bolo a binani kolôlô wéréye,1
1335,Tu na rien dit d'abord,-1
1365,AU NOM DE DIEU SURTOUT QUE LA LOI SOIT APPLIQUEE COMME IL FAUT DANS CE PAYS SI NON ON SEN SORTIRA JAMAIS,-1
1366,LA CORRUPTION LE VOL LA TUERIE ...,-1
1375,Ok,1
1381,Koseben,1
1382,Okanga ka ke,1
1383,Obeké,1
1384,Qu'est ce tu sais faire dans ta vie à part de publier n'importe quoi sur Facebook ko mali yé mali dew ta yé C'est pas mali dew qui ont élus le président démocratiquement  Mali n'avait pas d'armée c'est pas ibk qui nous a doté une armée forte de la sous-région,1
1385,Ok,1
1386,Oye tugnaye,1
1391,Vrai,1
1398,Awo,1
1399,Oye IBK ka escro ya kan deye munu djoli bona olou tè malienw ye wa? Oubien olou fagara ka IBK to mi? Sé de tè ayé sinon djoli toun bè bôn.,1
1404,Bravo les guerriers ,1
1416,IBK Dehors ,1
1417,Walayi,1
1422,Thank god,1
1423,Allah ni tché,1
1424,Famaw nitie .merci les Fama,1
1425,Abarika. Alaye,1
1426,Allah ni tché,1
1427,Dieu merci,1
1428,Dieu merci beaucoup,1
1429,Allah ni tché,1
1430,Pauvre armée Malienne. Capable d'arrêter leur chef d'état mais pas le chef djihadiste.,-1
1431,Alibi Allah ka Mali somaya,1
1432,Amina merci,1
1433,Hahaha hahaha,-1
1437,U minè la ?,1
1438,Abarika Allah,1
1440,Que la volonté de dieu soit,1
1441,O gné na kosobé,1
1448,AMINA,1
1449,allah ka bên Sabati,1
1451,Amina yarabi,1
1452,Feu🔥 rouge dans Camp soundiata . Aujourd'hui c'est la démission officielle d'IBK . Tolérance zerooooooooo,1
1454,Ok,1
1455,Merci ,1
1457,Ami,1
1458,Amiina yarabi,1
1459,Amina yarabi ,1
1460,Amiiiiiina,1
1461,amina  yarabi,1
1462,AMINA,1
1463,Amina ngala ka dugaw jaabi ami baraji,1
1464,Amina yarabi,1
1465,Amina yarabi,1
1466,Amina yarabi,1
1467,Kuma ɲɛna,1
1468,Kuma gnenna!,1
1469,"Ayiwa, Ala ka tiɲɛ dɛmɛ, Dicko ka kɛlɛ te wari ko ye, sanu ko tɛ wa jɔyɔrɔ ko tɛ, Mali ko de do. N'hakilila, Nioro Sherifukɛ bɔra o de kalama",1
1473,Ayiwa!,-1
1474,Awanisoma alakatigédimi,1
1475,Amina yarabi,1
1476,Amina yarabi,1
1477,Amina,1
1478,Amina,1
1479,Amina rabi,1
1480,Amina,1
1481,Amina,1
1482,Allah kanɔkɔyake,1
1483,amiina yarabi ala ka nogoya ké,1
1484,Amène,1
1485,Amina,1
1486,Amina,1
1488,Avertissement de Dieu. Rien ne vaut la paix. Meilleur santé aux blessés 🙏,1
1489,Trompt rétablissement,1
1490,Alaka  nokoyake  u ye,1
1491,Amina,1
1492,Amina,1
1493,Prompt rétablissement aux blessés,1
1494,Prompt rétablissement,1
1496,Amina,1
1498,Prompt retablissement,1
1499,amina,1
1503,IBK blakoro,1
1508,O ɲana kosɛbɛ 🇲🇱,1
1509,Allah ni Thie,1
1510,Cool,1
1512,Merci notre compatriote,1
1513,Merci,1
1514,Merci notre compatriote ,1
1515,Félicitations et bonne chance,1
1516,Allah ka se di u man,1
1517,Félicitations monsieur le président,1
1519,Ana ka kan,1
1521,ibk  teta abada,-1
1523,Toi on te veut comme ça galvanisé le peuple .soit fort ,1
1524,Vive kaou jimou ,1
1526,Aujourd'hui  c'est le dernier  jour  de ibk,1
1527,Vive le mali,1
1528,"Sortez massivement, vive M5RFP, vive la révolution, vive la jeunesse. La lutte continue jusqu'à la victoire. Ibk doit partir sans délai ",1
1529,La foule  va monter  directement  vers  17h a sebenikro  et koulouba ,1
1530,Cool,1
1531,Mardi du peuple . C'est simple le peuple veut son pouvoir ,1
1533,Il est midi ,1
1534,On tué vous tous aujourd'hui inchallah,1
1537,Resté mobilisé,1
1538,"Va apprendre la langue française d'abord, pauvre ignorant.",-1
1539,"Non la marche est pacifiques ,agissons Malien.",1
1540,Vous êtes malade,-1
1544,Cool,1
1550,Tiendo,1
1552,OK,1
1558,Ok,1
1563,À bon,0
1570,Son maudit c'est pas les vrais Maliennes,-1
1571,Dicko est maudit si il est mort enfers,-1
1574,Ok vive imm,1
1575,Ok,1
1576,Barvo imm,1
1578,Cool,1
1579,Bien reçu inchaalla,1
1581,Ok. Vive. Dicko,1
1585,Comme toi aussi,1
1588,C'est vrai,1
1592,Ah ok,1
1595,Bravo 👏🙌🙌,1
1596,Long vie à toi mon général,1
1597,Ces lui le problème du mali,1
1598,Sanogo,1
1599,Bravo Mon général 👋👋👋,1
1602,Bravo general,1
1603,cool 🙏,1
1604,Bravo,1
1605,Bakary Mallé qu'es-ce que tu appel problme? ,1
1606,Le voiyou la,-1
1608,Vive général,1
1609,Lui et son clan ont mit le Mali dans un petrin ils sont a l'origine de la cituation du Mali d'aujaurdhui,1
1610,Regarde comment est son image phisique n'importe quoi,-1
1611,TP PDG,1
1612,Mon général,1
1615,Felicitation.Dieu merci,1
1616,Felicitations,1
1619,Enorme felicitación,1
1629,Ok,1
1630,Courage ,1
1631,Courage tout malienne,1
1632,"Haha, Macron a dit quoi comme la foi passé,  certains présidents africains de l'Ouest ne sont pas là pour la démocratie, ni de servir leurs peuples,  ils sont là pour eux même, ils se considère comme un roi et non un président",1
1633,Les ennemis de dieu et de la patrie,1
1639,Je suis d'accord,1
1640,Les intellectuels et dirigeants africains sont les plus bêtes et plus malh6du monde,-1
1643,I ni ce!,1
1648,IBK ka  barake baliya de yaseya,1
1651,vrai. pas  de route Allah ka an dèmè,-1
1653,Toujours pareil n'y a aucun dirigeant qui pour être exemplaire pour les maliens,-1
1654,"C'est normal ils ont mangé l argent, l argent ne suffit pas pour faire de bonne route 😠😠😠",1
1655,Allah ka Mali deme alibi,-1
1666,Bonsoir ,1
1667,"Courage  vraiment  ,ne laisser pas  tomber ",1
1689,C'est pas facile hein parce que on a pas compris la démocratie,0
1699,Baravo 🙏🙏🙏🙏,1
1700,"Nous sommes à un stade critique si on recule plus aucune révolution n aboutira dans ce pays  Si nous continuons la victoire est si loin si proche, tout dépend du chemin à emprunter, comptons nous les uns sur les autres et faisons confiance à nos dirigeants du M5 RFP la victoire est quasi certaine inchallah  Discipline  Mobilisation  Que la lutte continue ",1
1708,Je suis ton page à cause de Bamanankan si tu le change je me désabonne,1
1710,"4 assaillants ont pu mettre le feu à une Gendarmerie, l'état a failli à ses devoirs,  c'est incroyable !",-1
1712,Ils se préparent....,-1
1717,Clair et net,1
1719,Bien compris,1
1720,En tout cas faite attention si non les personnes mal intentionnés essayent de vous diviser or: DIVISER POUR MIEUX REGNER NE VOUS LAISSEZ PAS FAIRE. ALLAH sauve notre Mali. DICKO ne ferra jamais rien contre ce pays inshallah. ALLAH GUIDE NOS PAS,1
1721,Super cool Haidara,1
1722,Tu à dit la vérité karamôkô mais il faut parler avec Macky Bah sinon l'éducation lui à échapper il ne savent pas parler,1
1723,Pourquoi tu n’écris plus au bamanakan ?,1
1724,"Effectivement mon frère Sidibé, moi aussi j'ai constaté il y'a quelques jours.",1
1725,OK D'accord C'est bien ,1
1727,Tu parle a ne rien dire,-1
1729,Bonsoir frère malien moi je voulais écouter ton paroles mais je ne comprends pas parlez-vous français s'il vous plaît parler français s'il vous plaît parce que vous êtes parle trop importance pour moi s'il vous plaît parler en français parce que si Mali il est problème Afrique il est à problème c'est pour cela moi je suis sénégalaise mais je voulais regarder ton direct Facebook s'il vous parlez français projet comprendre merci,1
1733,Se pour ton père,-1
1737,Ibk démission  Ibk dégage ,-1
1738,Tu rencontre ta mort.,-1
1740,Toi tu vas mourir sous peu,-1
1741,Je suis avec toi mon frère,-1
1742,Démission ibk,-1
1743,Regarde moi sa,-1
1744,Bravo frère ,1
1745,Ibk dégage,-1
1746,Ibk dégage,-1
1747,I B K est avant tout un pere,-1
1748,Voi la baa,-1
1749,Un faux ministre comme kassoum tipotipo,-1
1750,l'impossible N'EST PAS MALIENS NUL N'A LE DROIT DE TRAHIT LA CONFIANCE DU PEUPLE MALIENS ibk EST UN GRAND NUL,-1
1751,Le M5 RFP de malheur,1
1752,C es bien  fait  on vera  apres,1
1753,Toi tu es trop bête,-1
1754,idiota,-1
1755,idiot,-1
1756,Ferme ta bouche pauvre égoïste,-1
1759,ibk 2023,1
1761,Si tu es in homme va a coulouba,-1
1762,Rien que la vérité tu as tout dit,1
1763,Bête,-1
1764,Si tu fait pas attention tu risquera d avoir cancer de gorge deh,-1
1765,On croit à ces hommes que toi,1
1766,E Boda essqe e yere bi em po sara,-1
1767,Tu est bête vive IBK jusqu'à 2023,-1
1769,Bravo,1
1770,Certe que le retour est bientôt sure bouba fabé in chaa Allah ,1
1771,C'est pas vous c'est IBK si il peut pas assumer ses responsabilités et dégager et là les moutons vous êtes vous pouvez faire quoi pour Mali vous avez cherché combien de président ça a changé quoi au Mali même comportement là pays qui n'a jamais chaque jour les moutons se mobilise compte injustice  . ,-1
1772,Walaye merci c'est la vérité longue vie à vous,1
1773,Vive ibk vive timbine vive manassa vive la paix au mali,1
1774,Nom c pas possible des vagabond qui disent N'UN PORTE quoi,-1
1775,L'a vérité,1
1776,Quitter là-bas vaut rien,-1
1777,Fou nous la paix way,-1
1778,Merci frère qu'Allah protège le Mali,1
1779,"Taisez vous, et laissez les maliens vivre tranquilles. Maintenant  les vrais patriotes vont commencer à préparer 2023, j’espère vous n’allez pas venir chialer encore. ",-1
1780,On veu la paix,1
1781,Pourquoi la jeunesse malienne ne s'organise pas pour aller libéré le Nord et le centre,-1
1782,IBK il dégage mais on peut prendre notre destin en main et l'histoire en parlera je suis prêt à partir de mourir pour le Mali les territoires ne pourrons pas tué nous tous le Mali sera libre,-1
1783,Tous ces que tu dit c faut ,-1
1784,Vraiment Kouma Niana Alisa Allah Ka En Sago Daman,1
1785,Du N'importe quoi.  Toujours des insanités pour nous déranger les chemins. Au contraire les vrais casseurs du pays c'est vous.,-1
1788,Bien dis fra,1
1789,vive ras bath💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪,1
1790,Vous êtes chien cochons,-1
1791,Toi tue maladie nafikiden malhonnêtes,-1
1792,Quitter,-1
1793,On va vous dégager tous des opportunités,-1
1795,M5,1
1797,Le M5 RFP OOOOOOO 🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷 Ibk 2023,1
1798,"Mon ami qui parle je n'ai rien contre vous et votre guide spirituel. Mais il ne  faut pas toucher toucher à mon frère Bouba FANÉ.  Cette histoire a été bouclé. Car il a été menacé verbalement et il a aussi dit ce lui est venu en tête. Mais je ne juge pas ce qu'il a dit en bien ou mal. Nous voulons tout simplement vivre en pai, dans ce pays",1
1799,Toi tu est qui faut nous laisse tranquille ,-1
1800,Toi  tu  es  batar,-1
1801,batard animal babo,-1
1802,Tu cries mais tu n'as pas de travail à faire,-1
1803,On est fier de toi grand frère 🇲🇱✊,-1
1805,Petit tu est vraiment bet ta bouche va te mettre dans le problème,-1
1806,"Merci mon frère bien parlé . Comme vous avez dit Tapo et  le nouveau ministre de la sécurité   ils ne sont pas venus d'ailleurs, on se connais tous, et ils connaissent bien les maliens. S'ils sont nommés pour sortir le Mali de cette crise, qu'ils n'écoute pas Boua Sinon le maliens aujourd'hui n'a pas peur d'un ange, à plus forte raison qu'un membre d'IBK. ( compétent, honnête franc les biens venus), mais ( corrompus, vendus ou malhonnêtes) tu nous trouveras sur ton chemin B",1
1808,Il est trop bête ce monsieur,-1
1809,Moriya n'importe quoi vous même pas honte IBK fo 2023 inch'Allah 💪💪👊👊,-1
1810,Prépare  toi un nouveau  vote mon frère. Ne flatte pas les enfants  et les conduires à labbatoire,1
1815,Simon apart ça va,1
1818,Tu es malade vraiment tu dois chercher un médicament,-1
1819,Tu peut allé à coulouba ou sebenikoro ibk est laba,-1
1820,Nous sommes avec vous  mais  maintenant nous sommes fatigué,1
1821,Koulouba sira la bilalé do ni nalolé do ibé kékouya taga,-1
1822,Vive ibk FO 2023 💪🏼💪🏼💪🏼💪🏼 vivre ibk💪🏼💪🏼,1
1823,Walaye m5 ne va jamais avancer avec ces tarés la,1
1824,C'est vous qui tué les gens n'est porte quoi ,-1
1825,IBK DÉGAGER C'EST TOUT,-1
1828,Mon frère  toi tu n'as rien à fer va travaillé ,-1
1829,"C,est votre problème, faux allé fermer koulouba, le mali ne peux pas anvancé comme sa.",-1
1830,Ferme ta gueule.,-1
1831,Continuer à faire la gueule ils viendront de trouver la bâ .,-1
1832,Toi tu es vraiment un fou Ibk ou rien 2023 nous pas bougé,-1
1833,Nous voulons la paix,1
1834,Regarde moi sa bet,-1
1837,Toi tu est vraiment je ne sais quoi. Tu crois que c’est comme ça qu’on lutte pour son pays ? ,-1
1838,Vraimen un vagabon comme vous gui veut gue des violences dan se pays gue dieu protege se pays contre vous,-1
1839,"C'est pas vous ! C'est IBK parce-que il vaurien, il doit arrêter se gens comme ça là, lui il est là, il fait rien, c'est à cause de ça que toute personne Parle ce que il veut et il font des conorries dans le pays.",-1
1840,Vive le mali vive ibk,1
1841,Quitter la bâtard,-1
1842,Lésé nous tranquille mon frère que fait tu pour le mali dis nous,-1
1843,Photos combats c'est zéro,1
1844,La patrie ou la mort ns vaincrons les frère ,1
1845,N'importe quoi,-1
1846,Tout morya toi tu es qui ,-1
1847,Papou Ibs vient voir ,1
1849,Svp aller a l'apaisement sinon  c'est du regret.,1
1850,C’est la vérité ,1
1853,"N'importe quoi, tes chefs ont compris si tu ne comprends rien, demande les ce qui ne va pas je crois tu te teras pour de vrai une fois informé Inchah Allah",-1
1855,Vous avez menti à boubey il est parti,-1
1858,Va travailler c'est mieux pour toi.,1
1859,Toi tu peux koi au mali dangadeh,-1
1860,Tu as dit la vérité  Dieu te bénisse,1
1861,Regardez comment il respire comme un vrai 😀  TOU MORIYA.     tous ça pour tromper les gens pour que les gens le suivre  après avoir reçu pour lui il prend le virage sans regarder les rétroviseurs.,-1
1862,Tranquilise toi.  Tu rouspetes pour rien.,1
1863,Toi vaurien IBK jusqu'à 2023,-1
1864,Tu ne connais rien,-1
1865,IBk.2023,1
1866,Merci 1000,1
1867,Ça marche pas comme ça,-1
1869,On ne veux plus ibk,-1
1872,Vive le Mali 🇲🇱 fosaya,1
1873,Tu es un digne fils de ce pays.tous ceux qui sont contre tes propos sont des indignes ,1
1876,Chien,-1
1877,Manamanaka,-1
1878,Resté déterminé,1
1879,Du courage bravo vive le Mali Amine yarabi ,1
1880,IBK dégage ,-1
1881,Ibk 2023 🙏👍,1
1882,Que le bon Dieu protège le Mali un et indivisible,1
1885,Mon frère on voit que tu es déterminer tu parles avec l'émotion vraiment dit courage on est là dernier vous on est prêt à affronter ces criminels qui ses disent forsat et leur commandant qui est ibk vive la jeunesse consciente sans la révolution pas des  progrès. La lutte continue.,1
1892,au Mali quelle paye ,-1
1894,Vive la jeunesse maline ,1
1896,Batar,-1
1897,Bravo mon frère ,1
1899,VIVE IBK!,1
1900,Vive M5 RFP,1
1902,"Mon frère,ce haïdara n'est même pas musulmans. Je suis d'accord avec toi.",1
1903,S'il te plaît soyons tolérants et évitons la violence,1
1905,Merci beaucoup mon frère ,1
1906,Ibk2023 président du mali,1
1907,Vive me5 Dégager  Ibk,-1
1908,les idiots,1
1920,Bravo mn frère,1
1922,Walahi,1
1923,Le monde la,0
1924,Tu fair honte mon frère,-1
1925,Ibk 2023,1
1926,Tètoi tu fair honte,-1
1930,Prochain locataire MCA.,1
1931,Aaaaaa trematol n'est pas bon des 🤔🤔🤔🤔🏥🚑🚑,1
1933,Bravo la jeunesse malien 🇲🇱💪,1
1934,Vérité ,1
1935,Ferme Oh ta gueule toi,-1
1936,Si parler contrôle Ta parole c'est pas vous sol de malien,-1
1937,Ils  fô  quitté  là  batar ,-1
1938,Les voie you,-1
1939,Le ridicule ne tue pas ,-1
1940,La jeunesse malienne n est pas consciente ,1
1941,Sondja bé boda fara fouuuuuuuu,-1
1942,Que Dieu sauve le Mali ! 🇲🇱 ,1
1943,Merci frère ! ,1
1944,Notre na pas besoin de ça tu doit être arrêté en même temps,1
1945,Tu es vraiment modit fasodedioukou niamokode,1
1946,"Qu'el est ton problème mr. On montre l'or a celui qui le connais,Mais pas a celui qui ne le connais pas  Si vous dormez ,please reveillez-vous.",-1
1948,Et choguel Moutaga tall,1
1949,Je suis d 'accord avec vous bouba fane et Abdoul niang il faut ont c'est trouvé in chaallah,1
1950,Imbéciles lmpolie,-1
1951,barrique  vide qui fait bruit toujours,-1
1952,VOLE ORGANISÉ   Quand le peuple décide rien ne peut contre la volonté du peuple ibk dégage espèce de clochard   La lutte continue ,-1
1953,Que d'agressivité en parlant est-ce normal ou c'est comme ça dans cette langue  ?,1
1955,Incitation  à la violence  non et les maliens ,1
1956,Merci beaucoup ,1
1957,IBK À finis et IBK est finis. A Dieu IBK et son régime.,-1
1958,Bravo mon frère tu as raison tipo tipo est le plus grand voleur que j'ai connu dans ma vie,1
1960,Cool,1
1961,N'importe quoi,-1
1962,Un jour toi aussi tu vas devenir comme Sekou Tounkara  Ont force 💪 pas,1
1963,Le Mali pleure ça ne va pas du tout un camp doit jouer la carte de l'apaisement apaisement,1
1964,Trop parler c'est la faiblesse,1
1965,On veut la paix ,1
1966,ibk 2023,1
1967,Qu'elcun qui aime sont pays ne va jamais agir comme ça aimons notre pays et faisons la paix rien que la paix laisser les vatants et enssemblent le Mali en avant mercie,1
1968,Inchallou,1
1969,Vraiment du n'importe quoi ,-1
1970,Réveille toi,1
1971,Il fau debarage karim problem regle,1
1973,Tu peu pa parler au nom du mali toi seul ne pa malien,1
1974,"Que dieux détruit le pouvoir de criminals terrorists assassins voleurs bandits ennémies du maliens dictateur mafiats ,vive m5 rfp  dans le monde entier que dieux béniss m5 rfp",1
1975,Hummm n importe quoi ,1
1976,"Toi qui parles, tu es sauvage",1
1977,Merci ,1
1978,C'est pas toi et c'est Ibk qui t'a donné l'occasion de dire ce que tu veux au nom de la démocratie sinon il a ta solution pour te faire avaler tes mots et puis y'a rien,-1
1979,Que le tout puissant attend le cri des maliens,1
1981,Aba Ibk criminel,-1
1982,Merci beaucoup bravo bravo ,1
1984,Merd,-1
1985,Merci,1
1986,Hé laisser notre maire en paix.,1
1987,Va au nord .on a besoin des guerriers comme toi.,-1
1988,Vive dicko,1
1989,Des gens comme ça là qui parle aussi du Mali pauvre Mali,-1
1990,Mais ces ça dirige vous vers koulouba ces tous,1
1991,"Hé le Mali là, même les ellitrés ont leurs mots à dire, mais pieds d'en haut vont me parler de la démocratie. ",1
1992,Salopar,-1
1993,Voilà la route du koulouba si tu connaît rien tu va comprend la bas,-1
1994, Ibk 2023,1
1995,Oui on vous attend ,1
1996,Allez si bloqué concert de Sidiki il veulent boycotter votre manifestation en trompent l'apparence des jeunes Sidiki ait un Fran_maçon aussi oublié pas,1
1997,Bonsoir ,1
1998,Faite attention à Sidiki il veulent faire concert gratuit sait de la manipulation oublié pas que petit ait dans groupe des Satan ici en Europe il fait bien partir dedans donc ils veulent l'utiliser pour gâté votre manifestation vivres les jeunesse malien,1
1999,Allez si taper sur YouTube Sidiki Diabate il fait bien partie des franc-maçon ils veulent l'utiliser pour trompé les jeunes gâté sont concert sait un grand ennemi du Mali se sont des Satan ils sont très dangereux,1
2000,Courage vous allez gagner cette lutte ,1
2001,Vous allez trouvé la FORSAT au rond point. Le Mali ne cèdera jamais face au poignée de personnes avec leurs projet inavoués jusqu'ici.,1
2003,Vous  êtes malades jusque dans vos viscères 😂😂😂,-1
2004,Merci,1
2006,Ces policiers ont mis leurs leurs familles en péril,1
2007,Pourquoi,1
2009,Très bien  Fô atunkakè tan  On tue le peuple mais les idéaux demeurent ,1
2010,"Tellement la lutte est intense on laisse un peu le bamanakan, je te comprends.  La patrie ou la mort, nous veincro. 💪💪💪",1
2012,C'est le français aujourd'hui !,1
2013,C'est le bamanakan qui nous plait,1
2014,L'ignorance en mode de téléchargement d'illusions,-1
2015,Vous allez regretter si IBK quitte au pouvoir avec l’état actuel au Mali ..,-1
2017,Vous allez bientôt comprendre que ce Mali n'est pas une galette...,1
2018,En bambara,1
2019,Cela n’est pas un problème en 2023 on va choisir intallah comme président c’est un malien,1
2020,Pour quoi faire là bas?,1
2021,Très bien.,1
2022,Ils ont fait quoi ,1
2023,Il faut aller saccager dans la famille de ces policiers s il s agit comme ça,1
2028,"Kôrô Kôrô je ne discute pas avec des gens qui croient tout connaître et qui ne connaissent rien. Koro koro, c'est nom de quel famille. Des gens qui n'ont même pas de nom ",1
2030,Toi tu peux pas dire il sont pas raison,1
2031,"Parce que, c'est mieux pour toi pour cela tu parle de ça",1
2032,"Avec des faux noms, des faux profil et des fausses informations des idiots comme ça qui se cachent pour détruire le Mali. On vous connait.",1
2033,On va voir,1
2034,"Des idiots comme ça. Montrez vos vrais visages et vos vrais noms, ce sont les voleurs et les malhonnêtes qui se cachent.",-1
2035,Kôrô Kôrô c'est quel nom de famille ? Les vrais maliens ne se cachent pas.,1
2036,Très bien 💪💪💪 Allons seulement,1
2037,Bravo les policiers,1
2039,"ne ma se ka ni famuya dɛ, muna aw bɛ ka kunnafoniw di wali kan na? Ne hakilila ni bɔlɔlɔ fara in kɛ kun ye walasa ka an ka kan do ba la",1
2041,"Très bien fait. ""La loi et l'ordre""",1
2042,Bravo la police.,1
2043,"Il faut d avantage des prisons car, on enferme les gens mais les idéaux  Que la lutte continue ",1
2044,Très bien,1
2045,Même si un baton les touche ils vont payé ça  chier je t'assure,1
2046,Bravo à la police,1
2047,Cissé Moussa Moïse merci beaucoup Allah ka issara,1
2048,Bamanakan be mine yannn????,1
2049,Merci beaucoup Allah ki Sara,1
2050,Ça c'est pas du bamankan hein,1
2051,Merci la police,1
2052,Vraiment les M5 nous déranger,1
2053,Ok,1
2055,IBK dégagée bagages c'est tout. ,-1
2056,Ça c’est faux ce pas vrai arrêtez de dire n’importe quoi fasso Den djiougouw,-1
2057,Merci la police nationale,1
2058,Alors on verra bien là où ça va terminer qu’il arrête tout les jeunes du M5 ,1
2059,Très bien il fallait arréter méme Dicko.,1
2060,Merci M5,1
2061,Y’a koi qui sait passé ,1
2062,La police a arrêté dès jeunes ,1
2064,C'est très bien bravo à la police,1
2065,Vive ibk fo 2023,1
2066,Vive la police malienne ,1
2067,vous n'ai autres travail a faire quoi 😂😂😂,-1
2068,Ta mere,-1
2069,L'émir Noir et toi tu n'a pas de mère enfant maudit la,-1
2070,Nuil n'es au dessus de la loi,1
2071,Merci la police 👮 ,1
2072,Qu il soit libérer immédiatement sinon les familles des ces policiers vont péril,1
2076,Il faut identifier les familles des ces policiers vont péril,1
2077,Que Dieu sauve notre Maliba,1
2078,L'émir Noir tu n'a pas honte walay ,-1
2080,Bien fais,1
2081,Merci,1
2083,Très bien fais,1
2084, Abaa.ibk.abaa.son.resim ,-1
2093,Abaa.ibk.abaa.son.resim ,-1
2094,Abaa.ibk.abaa.son.resim ,-1
2095,Abaa.ibk.abaa.son.resim ,-1
2096,Abaa.ibk.abaa.son.resim ,-1
2097,Abaa.ibk.abaa.son.resim ,-1
2098,Abaa.ibk.abaa.son.resim ,-1
2099,Abaa.ibk.abaa.son.resim ,-1
2100,Abaa.ibk.abaa.son.resim ,-1
2101,Abaa.ibk.abaa.son.resim ,-1
2102,Vive m5Rf vive le Mali,1
2103,Bravo la police.,1
2104,C'est maintenant que vous allez voir le vrai visage de la police malienne.,1
2105,Abat la police malin,-1
2106,merci à la Police,1
2107,Il mérite bien en prison,1
2108,Ibrahim Mamoud Fofana  libéré pour quel raison il doit rester jusqu'au 2025,1
2109,Mais a yé mogow tôrô allez y sébénikoro pour déloger le président et laisser la population respirée,1
